Event_ID,Employee_ID,Business_Process,Step_Name,Milestone,Due_Date,Status,Completed_Date,Assigned_To_Role
BP-91928,EMP7148,Onboarding,Team introduction,Day 1,2026-08-22,In Progress,,IT
BP-91929,EMP7148,Onboarding,Compliance training assigned,Day 7,2026-08-26,Completed,2026-08-28,HR
BP-91930,EMP7148,Onboarding,Policy handbook acknowledgement,Day 7,02/08/2026,In Progress,,IT
BP-91931,EMP7148,Onboarding,First 1:1 scheduled,Day 7,2026-08-28,Completed,2026-09-05,Manager
BP-91932,EMP7148,Onboarding,Role goals set,Day 30,2026-08-30,Not Started,,Payroll
BP-91933,EMP7148,Onboarding,Compliance Document signed,Day 30,2026-09-18,Completed,2026-10-05,Payroll
BP-91934,EMP7148,Onboarding,30-day check-in,Day 30,2026-08-29,In Progress,,Manager
BP-91935,EMP7148,Onboarding,Mid-probation review,Day 60,2026-10-17,Not Started,,IT
BP-91936,EMP7148,Onboarding,Probation decision,Day 90,2026-11-07,In Progress,,Manager
BP-91937,EMP7148,Onboarding,90-day survey,Day 90,2026-10-28,Completed,2026-11-11,IT
BP-91938,EMP7149,Onboarding,Laptop issued,Day 1,2026-06-16,Not Started,,Manager
BP-91939,EMP7149,Onboarding,Email + SSO access,Day 1,2026-06-22,In Progress,,Manager
BP-91940,EMP7149,Onboarding,Building badge,Day 1,2026-06-08,In Progress,,Manager
BP-91941,EMP7149,Onboarding,Team introduction,Day 1,2026-06-20,In Progress,,Payroll
BP-91942,EMP7149,Onboarding,Compliance training assigned,Day 7,2026-06-12,Completed,2026-06-10,Manager
BP-91943,EMP7149,Onboarding,Policy handbook acknowledgement,Day 7,2026-07-03,Completed,2026-07-07,HR
BP-91944,EMP7149,Onboarding,First 1:1 scheduled,Day 7,2026-06-15,Completed,2026-06-19,HR
BP-91945,EMP7149,Onboarding,Role goals set,Day 30,2026-07-28,Completed,2026-07-28,Payroll
BP-91946,EMP7149,Onboarding,Compliance Document signed,Day 30,2026-07-03,Escalated,,Payroll
BP-91947,EMP7149,Onboarding,30-day check-in,Day 30,2026-07-08,Completed,2026-07-16,IT
BP-91948,EMP7149,Onboarding,Mid-probation review,Day 60,2026-08-05,In Progress,,Payroll
BP-91949,EMP7149,Onboarding,Probation decision,Day 90,2026-09-11,In Progress,,IT
BP-91950,EMP7149,Onboarding,90-day survey,Day 90,2026-09-10,Completed,2026-09-16,Manager
BP-91950,EMP7149,Onboarding,90-day survey,Day 90,2026-09-10,Completed,2026-09-16,Manager
BP-90786,EMP7060,Onboarding,Policy handbook acknowledgement,Day 7,2026-06-11,In Progress,,HR
